Rk,Name,Pos,Age,Team,Game,GS,3P%,FT%,STL,PER,TS%,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,VORP,EFF,GmSc,FG,3P,3PA,ORB,DRB,AST,BLK,PTS,last_year_salary
421,Edmond Sumner,G,23,IND,9,0,0.25,0,1,-5.4,0.282,6.8,4.9,3.6,1.4,0,31.1,16.6,-0.1,0.444444444,-3.2,2,1,4,2,1,1,0,5,0
422,Caleb Swanigan,F,21,POR,16,0,0.25,0.857,4,4.2,0.377,10.5,19.6,6.9,1.4,0,26.7,17.8,-0.2,3.6875,15.7,12,1,4,13,37,7,0,31,1740000
423,Jayson Tatum,F,20,BOS,41,41,0.37,0.862,44,15.6,0.554,3.4,10.9,8.5,1.7,1.9,9.4,22.5,0.5,15.92682927,482.9,243,71,192,41,217,72,27,663,6700800
424,Jeff Teague,G,30,MIN,27,27,0.351,0.827,32,15.2,0.522,1.3,4.2,37.1,1.8,1.3,17.1,18.9,0,15.03703704,308.7,109,26,74,10,56,224,13,325,19000000
425,Garrett Temple,G,32,MEM,41,41,0.353,0.786,46,9.2,0.555,1.2,5.7,6.1,1.8,1.5,11,14.5,0.4,9.975609756,273.5,145,61,173,14,115,53,20,406,8000000
426,Milos Teodosic,G,31,LAC,15,0,0.37,0.571,3,6.8,0.557,2.2,5.7,28.7,1,0.5,32.8,18.1,-0.1,3.866666667,25.9,17,10,27,3,13,32,1,48,6300000
427,Jared Terrell,G,23,MIN,3,0,0.25,0.5,2,-8.1,0.155,4.1,4.1,9.5,3.7,3.3,18.9,25.7,-0.1,2,-3.1,1,1,4,1,1,2,1,4,
428,Daniel Theis,C,26,BOS,31,2,0.405,0.729,9,17.4,0.62,10.9,14.6,10.4,0.9,3.5,10.8,17.3,0.5,8.806451613,187,83,15,37,50,83,35,19,216,0
429,Khyri Thomas,G,22,DET,8,0,0.5,0.667,3,14,0.578,3.1,7.3,6.7,2.2,0,7.2,17.7,0,3.5,22,9,6,12,2,7,3,0,30,
430,Lance Thomas,F,30,NYK,17,5,0.217,0.846,11,6.2,0.455,3.5,9,4.8,2.1,1,13.6,12.1,-0.2,4.882352941,36.8,21,5,23,9,35,9,3,58,7119650
431,Klay Thompson,G,28,GSW,42,42,0.366,0.802,52,16,0.548,1.5,6.5,8.9,1.7,1.8,7.5,26.7,0,17.73809524,587.7,358,116,317,19,154,84,30,917,18988725
432,Tristan Thompson,C,27,CLE,33,33,,0.651,28,19.2,0.553,16.3,20.9,11.7,1.4,1.2,12.4,17.7,0.7,18.09090909,397.7,164,0,0,148,219,73,14,382,17469565
433,Sindarius Thornwell,G,24,LAC,26,0,0.125,0.889,3,4.2,0.517,1.6,9.2,8.3,1,1.1,26.9,12.5,-0.1,1.5,14.9,11,1,8,2,22,9,2,31,0
434,Anthony Tolliver,F,33,MIN,27,0,0.4,0.722,10,9.7,0.626,2.3,7.2,5.5,1.2,2.1,14.5,12.1,0.1,5.444444444,91.4,40,32,80,9,46,17,10,125,4750000
435,Karl-Anthony Towns,C,23,MIN,42,42,0.379,0.835,36,23.9,0.6,10.4,19.5,14.5,1.2,4.9,13.5,27.1,2.6,24.92857143,783.1,342,72,190,139,375,124,81,938,7839435
436,Gary Trent,G,20,POR,5,0,0.375,0.25,0,3.6,0.373,0,7,4.9,0,2.7,5.1,28,-0.1,2.6,4.1,5,3,8,0,4,1,1,14,
437,Allonzo Trier,G,23,NYK,35,3,0.375,0.802,13,11.4,0.543,2.2,6.6,12.5,0.8,1.3,16,20.8,-0.5,7.628571429,214.9,121,21,56,17,81,63,12,348,
438,P.J. Tucker,F,33,HOU,41,41,0.398,0.6,50,9.1,0.566,4.4,9.9,4.8,1.7,0.9,10.8,9.9,0.9,12.82926829,284.6,114,80,201,57,195,49,16,329,0
439,Evan Turner,G,30,POR,42,2,0.162,0.705,24,11.3,0.505,2.8,10.2,22.3,1.1,1.1,19.7,16.8,0.1,11.16666667,276.6,140,6,37,27,174,164,14,329,17868853
440,Myles Turner,C,22,IND,37,37,0.391,0.695,16,17.8,0.565,5.9,14.2,9.4,0.8,9,12.4,20.5,1.2,16.51351351,410,197,27,69,53,209,66,103,478,3410284
441,Ekpe Udoh,C,31,UTA,27,0,,0.5,3,18,0.765,6.5,11.9,11,1,7,16.6,12,0.2,2.851851852,58.1,24,0,0,9,24,11,13,54,3360000
442,Tyler Ulis,G,23,CHI,1,0,,,0,0,0,0,0,0,0,0,0,-0.013,,0,0,0,0,0,0,0,0,0,0,0
443,Jonas Valanciunas,C,26,TOR,30,10,0.3,0.819,13,25.1,0.639,10.6,20.6,8.4,1.1,3.3,11.5,26,0.5,13.33333333,319.5,149,9,30,54,162,29,23,384,16539326
444,Fred VanVleet,G,24,TOR,39,16,0.367,0.812,35,13.5,0.529,1.6,5.4,22.9,1.6,0.7,11.5,18,0.6,12.41025641,336.7,143,66,180,15,89,177,9,408,8653847
445,Noah Vonleh,F,23,NYK,42,35,0.416,0.75,35,15.2,0.581,7.5,17,11.4,1.5,2.9,15.8,14.1,1,14.95238095,376.7,127,37,89,84,278,88,38,366,0
446,Nikola Vucevic,C,28,ORL,40,40,0.393,0.777,41,26.2,0.59,8.8,21,22.7,1.6,3.1,10.5,27.5,2.8,25.425,735.9,336,48,122,102,376,148,46,807,12750000
447,Dwyane Wade,G,37,MIA,31,0,0.336,0.682,21,15,0.509,3.6,7.2,25,1.3,1.9,13.7,26.7,0.2,12.87096774,292.1,160,41,122,27,81,120,17,436,0
448,Moritz Wagner,C,21,LAL,13,0,0.35,0.667,2,10.1,0.479,6,12.8,11.3,1.1,0.9,13,25.4,-0.1,3.692307692,23.7,16,7,20,5,17,7,1,45,
449,Dion Waiters,G,27,MIA,3,0,0.3,0,2,16.2,0.458,1.9,6.5,29.8,1.7,0,0,24.8,0,12.33333333,22.2,12,6,20,1,6,10,0,30,11550000
450,Kemba Walker,G,28,CHO,41,41,0.358,0.816,50,21.5,0.56,1.5,6.7,28,1.7,1.2,10.2,30.9,1.9,20.90243902,736.6,350,130,363,20,156,235,19,1021,12000000
451,Lonnie Walker,G,20,SAS,1,0,1,,0,20.1,0.75,0,11,0,0,0,0,17.7,0,3,2.3,1,1,1,0,1,0,0,3,
452,John Wall,G,28,WAS,32,32,0.302,0.697,49,18.4,0.527,1.5,5.8,39.8,2.1,2.2,16.1,29,0.5,20.25,509.4,245,51,169,15,101,279,29,663,19169800
453,Tyrone Wallace,G,24,LAC,31,0,0,0.481,13,9.7,0.461,4.6,8.4,7.5,2,1.7,9.3,19.2,-0.2,4,70.9,52,0,10,13,36,16,7,117,0
454,Taurean Waller-Prince,F,24,ATL,21,20,0.367,0.833,24,11.8,0.567,1,7.3,12.2,1.8,1,16.2,22.5,-0.1,12.80952381,188.9,110,51,139,6,77,48,7,316,0
455,Brad Wanamaker,G,29,BOS,18,0,0.467,0.9,6,14,0.586,0,6,25.8,2.2,0,18.4,17.6,0,3.388888889,45.6,18,7,15,0,15,25,0,52,
456,T.J. Warren,F,25,PHO,37,30,0.433,0.811,43,17.6,0.589,2.6,7.4,8.2,1.8,1.7,7.1,23.7,0.4,15.35135135,481.6,266,71,164,27,125,57,24,693,11750000
457,Yuta Watanabe,G,24,MEM,4,0,0,1,0,9.4,0.51,0,15.1,0,0,5,14.5,16.7,-0.1,1.75,4.5,2,0,2,0,5,0,1,6,
458,Thomas Welsh,C,22,DEN,8,0,0.429,,0,16.2,0.65,0,6.5,18,0,0,9.1,18.8,0,1.625,9.6,5,3,7,0,3,3,0,13,
459,Russell Westbrook,G,30,OKC,33,33,0.229,0.621,83,20.2,0.478,3.8,15.9,46.8,3.3,0.8,17.4,31,2.4,29.18181818,589.9,277,36,157,44,314,353,11,703,35654150
460,Derrick White,G,24,SAS,34,22,0.333,0.824,33,13.6,0.566,1.8,6.9,20,2,1.3,16.4,16.6,0.4,10.26470588,252.9,113,20,60,13,89,118,13,288,1667160
461,Okaro White,F,26,WAS,3,0,0,,0,-4.5,0,18.1,18.3,0,0,0,0,14.2,0,0.666666667,-0.4,0,0,2,1,1,0,0,0,1187862
462,Hassan Whiteside,C,29,MIA,35,35,0.133,0.447,21,20.9,0.519,15.2,25.2,5.1,1.1,8.2,11.8,22.5,0.3,20.22857143,419.8,189,2,15,133,306,28,86,443,25434262
463,Andrew Wiggins,F,23,MIN,38,38,0.348,0.743,41,12.8,0.5,2.8,6.4,10.5,1.5,1.4,8.5,24.1,-0.2,14.65789474,422.2,246,64,184,34,123,90,22,680,25467250
464,Alan Williams,F-C,26,BRK,1,0,,0.5,0,45.4,0.694,23.9,48.1,45.9,0,0,14.8,32.3,0,12,9.2,3,0,0,2,6,2,0,8,0
465,C.J. Williams,G,28,MIN,6,0,0,,1,-1.9,0.357,0,2,7.5,0.9,0,17.6,13.5,-0.1,1.333333333,-1.1,5,0,6,0,2,3,0,10,0
466,Johnathan Williams,C,23,LAL,7,0,,0.2,1,10.4,0.518,13,12.1,5.9,0.5,3.5,8.3,11.3,0,5.571428571,19.1,11,0,0,11,10,4,4,23,
467,Kenrich Williams,F,24,NOP,12,0,0.2,1,1,1.5,0.397,5,8.9,3.7,0.7,0,13.7,13.7,-0.1,1.5,3.5,6,1,5,3,8,2,0,15,
468,Lou Williams,G,32,LAC,37,0,0.382,0.905,21,21.1,0.56,1.8,5.5,31.5,1.1,0.3,12.3,31.7,0.5,13.16216216,490.9,218,50,131,15,82,183,4,686,8000000
469,Marvin Williams,F,32,CHO,40,40,0.385,0.708,34,12.8,0.552,3.8,11,5.8,1.5,2.2,5.7,15.1,0.6,13.325,325.2,146,77,200,39,186,45,28,403,14087500
470,Robert Williams,C,21,BOS,19,0,,0.6,5,22.2,0.775,11,16.1,3.3,1.4,14.6,17.6,11.4,0.4,5.631578947,78.3,26,0,0,18,34,4,28,58,
471,Troy Williams,F,24,SAC,18,0,0.341,0.6,10,11.3,0.55,3.2,10,4.6,1.6,2.4,7.9,14.7,0,7.166666667,76.8,40,14,41,9,46,10,8,103,0
472,D.J. Wilson,F,22,MIL,13,0,0.444,0.533,7,12.8,0.571,6.1,14.4,6.1,1.4,1.9,7,12.9,0.1,9.461538462,69.5,28,12,27,13,52,11,5,76,2534280
473,Justise Winslow,F,22,MIA,35,22,0.358,0.642,39,12.7,0.498,3.5,9.5,22,1.9,0.9,14.8,20.3,0.4,14.42857143,308.1,156,44,123,34,148,145,10,408,3448926
474,Christian Wood,F,23,MIL,6,0,0.5,0.833,0,23.8,0.636,11.9,22.4,8.3,0,0,9.2,24.6,0,4.5,21.3,9,2,4,4,12,2,0,25,
475,Delon Wright,G,26,TOR,39,2,0.338,0.886,34,13.8,0.515,4.6,7.5,16.1,2.3,1.2,10.2,16.5,0.5,8.333333333,227.7,98,26,77,30,69,85,11,253,2536898
476,Guerschon Yabusele,F,23,BOS,24,0,0.25,0.75,5,10.6,0.508,7.7,9.3,8.9,1.8,3.3,13.1,16.7,0,2.375,32.9,17,4,16,10,14,9,5,47,2667600
477,Nick Young,G,33,DEN,4,0,0.375,,0,2.4,0.5,0,1.5,6.9,0,2.4,18.2,12.7,0,2,2.7,3,3,8,0,1,2,1,9,1042584
478,Thaddeus Young,F,30,IND,42,42,0.293,0.578,68,15.9,0.558,8.4,11,8,2.6,1.3,9.4,17.9,1.3,14.38095238,452,230,17,58,93,156,70,19,525,13964045
479,Trae Young,G,20,ATL,42,42,0.291,0.793,40,12.7,0.499,2.3,5.2,37.6,1.5,0.8,20.4,27,-0.7,14.26190476,437.7,229,62,213,27,95,303,11,654,
480,Cody Zeller,C,26,CHO,35,35,0.313,0.842,25,16.5,0.618,8.9,13.6,12.4,1.4,2.8,14.5,15.5,0.9,12.4,312.5,129,5,16,72,146,74,28,327,13528090
481,Ante Zizic,C,22,CLE,27,2,,0.711,4,15.2,0.553,12.3,17.6,7.3,0.6,2.2,15.4,19.1,-0.2,5.666666667,103.2,48,0,0,36,63,15,8,128,1952760
482,Ivica Zubac,C,21,LAL,22,6,,0.889,4,19.1,0.607,11.2,16.2,7.5,0.6,4.5,11.4,18.8,0.1,7.818181818,126.3,59,0,0,31,61,15,17,142,0
