Rk,Name,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,EFF,GmSc,last_year_salary,PID,Jersey
242,Tyler Johnson,G,26,MIA,33,4,814,130,301,0.432,53,141,0.376,77,160,0.481,0.52,50,71,0.704,15,84,99,80,34,17,46,57,363,13.7,0.546,0.468,0.236,1.9,10.9,6.4,15,2,1.8,12.2,19.7,0.5,1,1.6,0.092,-0.3,0.3,0,0.4,11.12121212,264.7,19245370,204020,8
243,Wesley Johnson,F,31,NOP,24,13,370,33,82,0.402,19,48,0.396,14,34,0.412,0.518,5,6,0.833,10,44,54,16,10,7,12,44,90,7,0.532,0.585,0.073,3,12.4,7.8,5.3,1.3,1.6,12.4,10.8,0.1,0.2,0.3,0.037,-1.8,-0.5,-2.2,0,5.291666667,62.1,6134520,202325,33
244,Nikola Jokic,C,23,DEN,40,40,1250,290,580,0.5,44,140,0.314,246,440,0.559,0.538,142,169,0.84,115,294,409,303,58,30,131,113,766,26.1,0.585,0.241,0.291,9.9,25.6,17.7,38.2,2.3,2.1,16.7,26.8,3.7,2.1,5.8,0.223,5.8,3.7,9.5,3.6,25.075,748.8,24605181,203999,15
245,Damian Jones,C,23,GSW,24,22,410,53,74,0.716,0,0,,53,74,0.716,0.716,24,37,0.649,31,44,75,28,12,25,16,63,130,15.6,0.72,0,0.5,8.5,11.3,9.9,8.9,1.4,5.2,15.1,11.1,1,0.5,1.5,0.171,0.9,2.2,3.1,0.5,7.375,137,1544951,1627745,15
246,Derrick Jones,F,21,MIA,29,5,537,79,158,0.5,16,43,0.372,63,115,0.548,0.551,36,57,0.632,57,74,131,14,26,21,21,59,210,16.4,0.574,0.272,0.361,11,14.5,12.8,3.9,2.4,3.4,10.3,16.1,0.8,0.9,1.7,0.148,-0.4,1.5,1.1,0.4,9.172413793,190.6,1512601,1627884,5
247,Jalen Jones,F,25,CLE,16,0,214,26,62,0.419,10,28,0.357,16,34,0.471,0.5,19,27,0.704,11,23,34,7,9,2,8,27,81,11.9,0.548,0.452,0.435,5.6,12.5,8.9,4.8,2.1,0.8,9.8,16.9,0.2,0,0.2,0.05,-0.9,-2.6,-3.5,-0.1,5,55.9,0,1627883,21
248,Tyus Jones,G,22,MIN,41,6,834,85,221,0.385,20,70,0.286,65,151,0.43,0.43,27,33,0.818,12,57,69,161,53,2,25,39,217,12.5,0.461,0.317,0.149,1.5,7.4,4.4,25.8,3.1,0.2,9.6,13.2,0.7,0.7,1.4,0.079,-1.1,-0.7,-1.8,0,8.902439024,245.9,2444053,1626145,1
249,DeAndre Jordan,C,30,DAL,42,42,1310,170,266,0.639,0,0,,170,266,0.639,0.639,116,168,0.69,131,456,587,85,30,45,101,105,456,17.7,0.671,0,0.632,11.1,36.5,24.1,9.6,1.1,2.8,22.9,14.3,2.1,2.4,4.4,0.162,-1.3,3.7,2.5,1.5,19.42857143,523.5,22900000,201599,6
250,Cory Joseph,G,27,IND,42,0,1079,126,281,0.448,35,93,0.376,91,188,0.484,0.511,14,22,0.636,16,133,149,160,50,9,51,70,301,11.6,0.518,0.331,0.078,1.7,13.4,7.7,19.7,2.3,0.8,14.9,13.8,0.5,1.6,2.1,0.094,-1.4,1.5,0.1,0.6,11.38095238,291.9,7945000,202709,6
251,Frank Kaminsky,F,25,CHA,23,0,262,46,93,0.495,14,40,0.35,32,53,0.604,0.57,22,33,0.667,18,39,57,25,5,5,18,25,128,16.3,0.595,0.43,0.355,7.3,16.2,11.7,14.2,0.9,1.7,14.3,20.5,0.4,0.2,0.6,0.107,0.8,-1.4,-0.6,0.1,5.826086957,99.2,3627842,1626163,44
252,Enes Kanter,C,26,NYK,41,23,1086,241,444,0.543,7,20,0.35,234,424,0.552,0.551,103,126,0.817,166,283,449,81,18,17,76,105,592,22.4,0.593,0.045,0.284,15.3,28.6,21.6,12.7,0.8,1.3,13.2,22.3,2.7,0.7,3.4,0.149,1.8,-0.4,1.4,0.9,17.97560976,538.1,18622514,202683,00
253,Luke Kennard,G,22,DET,22,9,423,61,151,0.404,25,74,0.338,36,77,0.468,0.487,11,17,0.647,4,57,61,29,7,4,16,25,158,9.3,0.498,0.49,0.113,1,15.3,7.8,10.4,0.8,0.8,9.2,17.5,0,0.4,0.3,0.035,-2.8,-0.9,-3.7,-0.2,7.772727273,98.3,3275280,1628379,5
254,Michael Kidd-Gilchrist,F,25,CHA,34,1,648,100,205,0.488,7,20,0.35,93,185,0.503,0.505,55,71,0.775,60,99,159,32,17,29,26,89,262,15.4,0.555,0.098,0.346,9.8,16.6,13.2,7.1,1.3,3.9,9.9,17.3,1,0.6,1.6,0.118,-1.2,0.8,-0.3,0.3,9.352941176,221.9,13000000,203077,14
255,George King,F,25,PHX,1,0,6,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0,2,0,19.2,9.5,0,0,0,0,0,0,0,0.003,-8.5,-1.6,-10.2,0,,,,,1,0.3,,1628994,8
256,Maxi Kleber,F,27,DAL,37,5,685,84,186,0.452,34,107,0.318,50,79,0.633,0.543,33,41,0.805,38,105,143,27,16,46,22,57,235,14.1,0.576,0.575,0.22,6.1,16.1,11.2,5.8,1.1,5.5,9.7,14,0.8,1,1.8,0.126,-0.6,2.5,1.9,0.7,8.864864865,215.6,1378242,1628467,42
257,Brandon Knight,G,27,HOU,12,0,118,11,47,0.234,5,32,0.156,6,15,0.4,0.287,9,11,0.818,1,8,9,9,2,0,5,14,36,0.8,0.347,0.681,0.234,0.9,7.9,4.3,10.9,0.8,0,8.8,21.1,-0.3,0,-0.3,-0.117,-6.5,-4.8,-11.3,-0.3,2.583333333,7.5,14631250,202688,2
258,Kevin Knox,F,19,NYK,35,17,932,149,397,0.375,57,161,0.354,92,236,0.39,0.447,70,99,0.707,29,115,144,32,18,11,44,79,425,9.5,0.482,0.406,0.249,3.1,13.5,8.1,5.3,0.9,1,9.1,21.9,-0.5,0.2,-0.3,-0.018,-2.7,-3,-5.7,-0.9,10.48571429,222.4,3739920,1628995,20
259,Furkan Korkmaz,G,21,PHI,35,6,550,81,203,0.399,40,124,0.323,41,79,0.519,0.498,26,31,0.839,13,75,88,44,25,2,21,49,228,11.8,0.526,0.611,0.153,2.6,14.2,8.6,11.5,2.2,0.3,8.8,18.2,0.3,0.6,0.9,0.077,-0.6,-1.2,-1.8,0,7.4,164.5,1740000,1627788,30
260,Luke Kornet,F,23,NYK,20,7,275,40,96,0.417,29,68,0.426,11,28,0.393,0.568,11,13,0.846,11,38,49,24,6,11,10,14,120,16.3,0.59,0.708,0.135,4,15.2,9.3,13.1,1,3.4,9,17.1,0.5,0.1,0.6,0.113,1.8,-0.9,0.9,0.2,7.45,102,1619000,1628436,2
261,Kyle Korver,F,37,UTA,37,0,651,100,229,0.437,67,162,0.414,33,67,0.493,0.583,30,36,0.833,4,65,69,35,11,8,31,55,297,11.9,0.607,0.707,0.157,0.7,11.2,5.9,8.2,0.8,1,11.2,18.5,0.6,0.4,1,0.073,0.4,-2.3,-1.9,0,7,184.7,7560000,2594,26
262,Kosta Koufos,C,29,SAC,26,1,350,48,100,0.48,0,0,,48,100,0.48,0.48,5,13,0.385,39,91,130,26,12,11,19,50,101,12.5,0.478,0,0.13,11.3,27.6,19.3,9.6,1.6,2.7,15.2,14.8,0,0.5,0.5,0.069,-3.6,1.9,-1.7,0,8,100.5,8739500,201585,41
263,Rodions Kurucs,F,20,BKN,27,15,541,89,185,0.481,25,72,0.347,64,113,0.566,0.549,39,43,0.907,24,73,97,18,14,9,31,57,242,13,0.593,0.389,0.232,4.8,14.7,9.7,5.1,1.3,1.3,13.2,18.7,0.5,0.4,0.9,0.083,-1.2,-1,-2.3,0,8.185185185,164.3,1618320,1629066,00
264,Kyle Kuzma,F,23,LAL,41,39,1343,289,623,0.464,74,247,0.3,215,376,0.572,0.523,109,142,0.768,29,208,237,97,26,18,78,91,761,14.8,0.555,0.396,0.228,2.3,15.4,9,10.8,0.9,1,10.2,23.6,0.9,1.4,2.4,0.084,-0.1,-0.9,-1,0.3,16.17073171,502.1,1689840,1628398,0
265,Skal Labissiere,F,22,SAC,11,0,99,12,27,0.444,3,10,0.3,9,17,0.529,0.5,6,11,0.545,2,18,20,4,2,2,6,19,33,6.4,0.518,0.37,0.407,2,19.3,10.5,5.1,0.9,1.7,15.9,15.8,-0.1,0.1,0,0.005,-4.8,-1.2,-6.1,-0.1,3.363636364,16.3,1544951,1627746,7
266,Jeremy Lamb,G,26,CHA,38,38,1109,213,476,0.447,50,144,0.347,163,332,0.491,0.5,104,122,0.852,32,180,212,72,40,9,33,78,580,16.3,0.548,0.303,0.256,3.1,17.6,10.3,9.9,1.7,0.7,5.9,21.8,1.5,1,2.5,0.107,0.3,-1.1,-0.8,0.3,14.81578947,433.7,7488372,203087,3
267,Zach LaVine,G,23,CHI,36,35,1233,301,653,0.461,65,180,0.361,236,473,0.499,0.511,184,212,0.868,16,141,157,152,32,16,131,81,851,18.1,0.57,0.276,0.325,1.4,12.6,7,22.7,1.3,1.1,14.9,31.7,0.4,0.7,1.1,0.042,1.1,-1.7,-0.6,0.4,16.44444444,542.8,19500000,203897,8
268,Jake Layman,F,24,POR,32,22,482,69,140,0.493,23,68,0.338,46,72,0.639,0.575,14,21,0.667,24,58,82,15,16,8,17,32,175,12.9,0.586,0.486,0.15,5.4,12.3,8.9,4.4,1.6,1.3,10.2,14.7,0.5,0.5,1,0.102,-0.1,-0.4,-0.4,0.2,6.125,138.3,1544951,1627774,10
269,T.J. Leaf,F,21,IND,22,0,170,28,57,0.491,3,15,0.2,25,42,0.595,0.518,6,11,0.545,13,27,40,9,2,2,7,15,65,12.3,0.526,0.263,0.193,8.8,17.3,13.2,7.5,0.6,1.1,10.2,17.7,0.1,0.2,0.3,0.087,-2.4,-1.4,-3.8,-0.1,3.5,48.2,2407560,1628388,22
270,Courtney Lee,G,33,NYK,10,2,149,20,45,0.444,5,15,0.333,15,30,0.5,0.5,8,12,0.667,6,18,24,14,8,2,4,13,53,14.2,0.527,0.333,0.267,4,13.2,8.4,13.9,2.6,1.1,7.4,15.4,0.2,0.1,0.3,0.089,-0.4,-0.3,-0.7,0,6.9,47.5,12253780,201584,5
271,Damion Lee,G,26,GSW,16,0,195,27,58,0.466,13,31,0.419,14,27,0.519,0.578,11,13,0.846,3,26,29,3,8,0,8,19,78,10.8,0.612,0.534,0.224,1.7,14,8.1,2,2,0,11.2,15.8,0.1,0.2,0.3,0.077,-1.4,-2.7,-4.1,-0.1,4.5,51.8,0,1627814,1
272,Alex Len,C,25,ATL,38,20,762,147,308,0.477,20,69,0.29,127,239,0.531,0.51,70,108,0.648,80,131,211,35,12,38,59,106,384,14.4,0.54,0.224,0.351,10.8,18.7,14.7,7.2,0.7,4.3,14.2,22.1,0.2,0.6,0.8,0.052,-2.7,-0.5,-3.1,-0.2,10.63157895,269,4350000,203458,25
273,Kawhi Leonard,F,27,TOR,34,34,1177,322,641,0.502,59,160,0.369,263,481,0.547,0.548,218,258,0.845,44,226,270,106,63,17,69,52,921,26.9,0.61,0.25,0.402,4.1,20.2,12.4,15,2.6,1.2,8.4,30.2,3.8,1.9,5.7,0.234,4.5,0.9,5.4,2.2,22.58823529,743,23114067,202695,2
274,Meyers Leonard,C,26,POR,40,0,568,83,163,0.509,30,72,0.417,53,91,0.582,0.601,29,34,0.853,35,130,165,49,11,9,31,71,225,15.6,0.632,0.442,0.209,6.7,23.3,15.2,12.2,0.9,1.3,14.8,15.7,1.1,0.7,1.8,0.15,0.9,0.5,1.4,0.5,7.9,197.8,10595506,203086,11
275,Jon Leuer,F,29,DET,26,1,292,49,81,0.605,0,9,0,49,72,0.681,0.605,20,25,0.8,20,54,74,10,10,3,17,42,118,14.6,0.641,0.111,0.309,7,21,13.7,5.4,1.7,0.9,15.6,15.8,0.4,0.4,0.8,0.125,-2.2,0.2,-2,0,4.961538462,94.4,10002681,202720,30
276,Caris LeVert,F,24,BKN,14,14,416,97,204,0.475,19,61,0.311,78,143,0.545,0.522,44,61,0.721,14,46,60,52,17,5,30,34,257,18.5,0.557,0.299,0.299,3.6,12.1,7.8,21.4,2,0.9,11.5,26.9,0.5,0.4,0.9,0.105,1.5,-0.7,0.7,0.3,15.71428571,183.1,1702800,1627747,22
277,Damian Lillard,G,28,POR,43,43,1514,364,817,0.446,126,328,0.384,238,489,0.487,0.523,255,284,0.898,34,161,195,263,44,23,120,77,1109,23.4,0.589,0.401,0.348,2.4,10.8,6.8,28.4,1.4,1.2,11.3,29.9,4.6,1.3,6,0.189,6,-0.9,5.1,2.7,20.81395349,836.6,27977689,203081,0
278,Jeremy Lin,G,30,ATL,38,1,736,137,281,0.488,35,97,0.361,102,184,0.554,0.55,107,128,0.836,11,81,92,134,31,5,74,72,416,17.2,0.617,0.345,0.456,1.5,12,6.6,28,1.9,0.6,18,22.7,1.3,0.5,1.7,0.113,0.8,-2.1,-1.2,0.1,9.473684211,323.2,13768421,202391,7
279,Shaun Livingston,G,33,GSW,31,0,487,55,121,0.455,0,2,0,55,119,0.462,0.455,25,33,0.758,23,42,65,65,18,16,21,37,135,12,0.498,0.017,0.273,5.3,9.1,7.3,17,1.8,2.8,13.4,13.8,0.4,0.4,0.9,0.085,-2.3,0.6,-1.7,0,6.387096774,136.7,8307692,2733,34
280,Zach Lofton,G,26,DET,1,0,4,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,1,0,1,0,0,-9.9,0,1,0,0,0,0,0,12.1,0,50,21.2,-0.1,0,0,-0.443,-16.7,8,-8.8,0,0,-0.7,,1629155,18
281,Kevon Looney,C,22,GSW,42,19,875,122,191,0.639,1,7,0.143,121,184,0.658,0.641,34,56,0.607,107,128,235,78,18,33,28,120,279,16.9,0.647,0.037,0.293,13.8,15.4,14.6,11.8,1,3.2,11.5,11.9,2.5,0.8,3.4,0.185,2.3,1.4,3.6,1.2,10.92857143,318.3,1567007,1626172,5
282,Brook Lopez,C,30,MIL,41,41,1139,175,401,0.436,105,279,0.376,70,122,0.574,0.567,47,58,0.81,17,144,161,43,21,81,41,86,502,13.8,0.588,0.696,0.145,1.6,12.4,7.3,5.1,0.9,6.2,8.8,17.3,1,1.9,2.9,0.122,-0.1,2.1,2,1.2,13.29268293,374.4,3382000,201572,11
283,Robin Lopez,C,30,CHI,35,0,572,86,168,0.512,4,14,0.286,82,154,0.532,0.524,21,30,0.7,37,49,86,33,6,29,50,62,197,9.8,0.544,0.083,0.179,7.1,9.4,8.2,9,0.5,4.4,21.6,18,-0.4,0.3,-0.1,-0.011,-4.9,0.4,-4.5,-0.4,5.542857143,125.4,14357750,201577,42
284,Kevin Love,F,30,CLE,4,4,136,21,65,0.323,7,24,0.292,14,41,0.341,0.377,27,33,0.818,10,44,54,14,1,1,10,14,76,15.7,0.478,0.369,0.508,7.9,37.7,22.3,15.9,0.4,0.6,11.2,29.1,0,0,0.1,0.021,-1.9,-2.8,-4.7,-0.1,22,52.6,24119025,201567,0
285,Kyle Lowry,G,32,TOR,33,33,1109,159,369,0.431,70,215,0.326,89,154,0.578,0.526,77,92,0.837,14,127,141,316,49,16,89,76,465,18.2,0.568,0.583,0.249,1.4,12.1,6.8,38.9,2.1,1.2,17.9,19.4,2.3,1.4,3.7,0.16,3.1,0,3.1,1.4,20.06060606,474.2,31200000,200768,7
286,Jordan Loyd,G,25,TOR,3,0,17,3,3,1,2,2,1,1,1,1,1.333,4,4,1,1,4,5,1,0,0,1,2,12,31.9,1.261,0.667,1.333,6.5,24.8,15.8,8.4,0,0,17.4,14.6,0.1,0,0.1,0.419,10.8,-2.7,8.1,0,3.333333333,11.9,,1628070,8
287,Timothe Luwawu-Cabarrot,F,23,OKC,18,1,119,13,41,0.317,5,21,0.238,8,20,0.4,0.378,4,6,0.667,4,13,17,4,4,1,5,14,35,4.3,0.401,0.512,0.146,3.4,11.5,7.4,4.3,1.6,0.7,10.3,16.6,-0.2,0.2,0,-0.005,-6.1,-1.1,-7.3,-0.2,2.166666667,14.3,1544951,1627789,7
288,Tyler Lydon,F,22,DEN,13,0,45,7,9,0.778,4,5,0.8,3,4,0.75,1,1,2,0.5,4,5,9,2,2,0,1,5,19,21.2,0.962,0.556,0.222,9.6,12.1,10.8,6.3,2.2,0,9.2,10.3,0.2,0,0.2,0.244,5.9,-1.1,4.8,0.1,1.769230769,19.8,1874640,1628399,20
289,Trey Lyles,F,23,DEN,40,1,766,136,330,0.412,33,132,0.25,103,198,0.52,0.462,62,87,0.713,30,141,171,53,21,19,51,67,367,12.3,0.498,0.4,0.264,4.2,20,12.1,10.1,1.4,2.2,12.2,23.4,-0.2,1,0.8,0.047,-2.8,-0.5,-3.3,-0.3,9.55,237.3,3364249,1626168,7
290,Shelvin Mack,G,28,MEM,39,2,900,112,270,0.415,35,93,0.376,77,177,0.435,0.48,45,63,0.714,13,63,76,122,35,3,43,56,304,11.3,0.511,0.344,0.233,1.6,8.2,4.8,21,2,0.3,12.6,17.4,0.2,0.9,1.1,0.057,-2,-0.9,-2.9,-0.2,8.717948718,237.7,1000000,202714,6
291,Daryl Macon,G,23,DAL,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,-6.1,0.7,-5.4,0,,,,,0,0,,1629133,3
292,J.P. Macura,G,23,CHA,1,0,14,2,8,0.25,0,4,0,2,4,0.5,0.25,0,0,,0,2,2,2,0,0,0,0,4,0.6,0.25,0.5,0,0,15.5,7.7,20.3,0,0,0,24.5,-0.1,0,-0.1,-0.213,-8,-4.9,-12.9,0,6,1.2,,1629122,55
293,Ian Mahinmi,C,32,WAS,24,6,352,33,67,0.493,1,11,0.091,32,56,0.571,0.5,38,57,0.667,38,55,93,19,19,14,15,60,105,14.4,0.57,0.164,0.851,11.7,17.5,14.5,7.1,2.6,3.4,14,13,0.6,0.4,0.9,0.126,-1.1,1.8,0.7,0.2,6.833333333,109.9,15944154,101133,28
294,Thon Maker,C,21,MIL,32,0,387,58,130,0.446,26,78,0.333,32,52,0.615,0.546,20,37,0.541,17,72,89,15,9,18,9,52,162,13.5,0.554,0.6,0.285,4.8,18.3,11.9,5.2,1.1,4,5.8,16.9,0.4,0.7,1.1,0.135,-1.1,0.6,-0.6,0.1,6.4375,123.2,2799720,1627748,7
295,Boban Marjanovic,C,30,LAC,30,9,322,73,122,0.598,0,2,0,73,120,0.608,0.598,61,78,0.782,44,84,128,19,8,17,33,48,207,25.1,0.662,0.016,0.639,15.2,26.6,21.1,9.4,1.2,4,17.4,25,1,0.4,1.4,0.21,1.2,0.5,1.7,0.3,7.066666667,181,7000000,1626246,51
296,Lauri Markkanen,F,21,CHI,19,18,589,117,271,0.432,44,116,0.379,73,155,0.471,0.513,36,44,0.818,20,116,136,20,19,14,34,45,314,14.8,0.541,0.428,0.162,3.7,21.7,12.6,5.8,1.6,2.1,10.5,24.5,-0.2,0.6,0.4,0.033,-1.9,-1.2,-3.1,-0.2,16.63157895,207.5,4536120,1628374,24
297,Jarell Martin,F,24,ORL,26,1,199,23,59,0.39,4,22,0.182,19,37,0.514,0.424,7,8,0.875,7,36,43,11,2,6,8,26,57,7.3,0.456,0.373,0.136,3.7,20,11.7,8,0.5,2.5,11.3,15.7,-0.2,0.2,0,0.009,-5.8,-0.3,-6,-0.2,3.115384615,35.7,2416222,1626185,2
298,Frank Mason,G,24,SAC,29,0,366,53,131,0.405,9,45,0.2,44,86,0.512,0.439,31,46,0.674,4,32,36,77,15,4,27,24,146,12.4,0.483,0.344,0.351,1.1,9.3,5.1,27.6,1.9,0.9,15.1,20.2,0,0.2,0.3,0.035,-2,-2.2,-4.3,-0.2,5.75862069,117,1378242,1628412,10
299,Wesley Matthews,G,32,DAL,36,36,1085,162,387,0.419,81,210,0.386,81,177,0.458,0.523,79,98,0.806,18,67,85,85,30,7,48,87,484,11.9,0.563,0.543,0.253,1.8,6.5,4.2,12,1.3,0.5,10,18.8,1.1,0.8,2,0.087,0.7,-1.3,-0.6,0.4,11.16666667,314.6,18622514,202083,23
300,Luc Mbah a Moute,F,32,LAC,4,0,61,8,18,0.444,2,6,0.333,6,12,0.5,0.5,2,5,0.4,2,5,7,2,1,1,2,8,20,7,0.495,0.333,0.278,3.6,8.3,6.1,4.5,0.8,1.2,9,15.4,0,0,0,0.008,-2.7,-2,-4.7,0,4.75,10.2,4320500,201601,12
301,Patrick McCaw,G,23,TOR,3,0,53,2,9,0.222,1,4,0.25,1,5,0.2,0.278,0,0,,0,3,3,2,2,0,3,1,5,-0.7,0.278,0.444,0,0,6.6,3.2,4.9,1.9,0,25,10,-0.2,0,-0.2,-0.147,-8,-1.5,-9.5,-0.1,2.333333333,0.4,323529,1627775,1
302,CJ McCollum,G,27,POR,42,42,1435,350,757,0.462,84,249,0.337,266,508,0.524,0.518,101,122,0.828,36,120,156,111,34,16,65,107,885,16.6,0.546,0.329,0.161,2.7,8.5,5.7,12.7,1.1,0.9,7.4,26,2,1,3,0.1,1.5,-1.9,-0.4,0.6,16.33333333,563,25759766,203468,3
303,T.J. McConnell,G,26,PHI,37,0,778,109,195,0.559,8,23,0.348,101,172,0.587,0.579,19,24,0.792,15,64,79,134,44,9,51,66,245,13.4,0.596,0.118,0.123,2.1,8.6,5.4,24.4,2.7,0.9,19.9,13.9,0.8,0.8,1.7,0.103,-1.3,-0.1,-1.5,0.1,8.972972973,246.5,1600520,204456,12
304,Doug McDermott,F,27,IND,42,0,740,102,211,0.483,50,120,0.417,52,91,0.571,0.602,36,42,0.857,7,47,54,34,11,5,21,60,290,11.2,0.632,0.569,0.199,1.1,6.9,4.1,6.3,0.7,0.6,8.4,14.8,1.1,0.7,1.7,0.114,0.4,-1.9,-1.6,0.1,5.595238095,193,7333334,203926,20
305,JaVale McGee,C,31,LAL,36,36,831,182,305,0.597,1,6,0.167,181,299,0.605,0.598,43,65,0.662,91,156,247,30,26,84,57,91,408,20.6,0.612,0.02,0.213,11.5,18.7,15.2,5.4,1.5,7.9,14.6,19.5,1.1,1.6,2.7,0.158,-1.3,4,2.6,1,14.25,381.4,2393887,201580,7
306,Rodney McGruder,G,27,MIA,39,39,1109,145,344,0.422,61,157,0.389,84,187,0.449,0.51,37,49,0.755,39,120,159,89,26,7,50,91,388,10.2,0.531,0.456,0.142,3.6,11.4,7.5,11.8,1.1,0.5,12,15.9,0.6,1,1.6,0.07,-1,-0.3,-1.2,0.2,11.20512821,270.5,1544951,203585,17
307,Alfonzo McKinnie,F,26,GSW,33,0,472,67,145,0.462,22,60,0.367,45,85,0.529,0.538,14,25,0.56,44,81,125,15,6,6,16,65,170,11.3,0.545,0.414,0.172,10.5,18,14.4,4.2,0.6,1.1,9.3,15.6,0.5,0.4,0.9,0.087,-1,-2.6,-3.5,-0.2,6.818181818,124.7,1349383,1628035,28
308,Ben McLemore,G,25,SAC,17,0,143,22,57,0.386,15,37,0.405,7,20,0.35,0.518,6,9,0.667,2,13,15,4,6,2,4,19,65,10.2,0.533,0.649,0.158,1.4,9.6,5.4,3.7,1.9,1.2,6.2,18.8,0,0.1,0.1,0.047,-0.8,-2.7,-3.6,-0.1,3.529411765,36.6,5460000,203463,23
309,Jordan McRae,G,27,WAS,8,0,35,2,11,0.182,0,3,0,2,8,0.25,0.182,0,0,,1,4,5,2,1,1,0,0,4,1.2,0.182,0.273,0,3.1,12.8,7.9,7.2,1.4,2.4,0,13.4,-0.1,0,-0.1,-0.145,-9.6,-0.8,-10.4,-0.1,1.375,2.1,,203895,52
310,Salah Mejri,C,32,DAL,13,0,83,13,22,0.591,0,2,0,13,20,0.65,0.591,5,6,0.833,8,20,28,6,2,1,3,15,31,16.4,0.629,0.091,0.273,10.7,25.3,18.2,11.2,1.2,1,10.9,14.2,0.2,0.1,0.3,0.184,-0.3,0.8,0.5,0.1,3.615384615,29.9,1567007,1626257,50
311,De'Anthony Melton,G,20,PHX,26,18,544,63,162,0.389,22,65,0.338,41,97,0.423,0.457,13,16,0.813,11,59,70,82,41,12,45,68,161,10.2,0.476,0.401,0.099,2.3,12.5,7.3,21.2,3.6,1.9,21,17.1,-0.5,0.5,0,0,-3.1,1.1,-2,0,9.423076923,131.6,949000,1629001,14
312,Chimezie Metu,F,21,SAS,19,0,105,16,42,0.381,0,2,0,16,40,0.4,0.381,12,15,0.8,8,18,26,11,5,2,10,8,44,12.3,0.453,0.048,0.357,8.5,18.5,13.6,14.6,2.3,1.6,17.1,24.6,-0.1,0.1,0,-0.002,-5.1,0.4,-4.7,-0.1,2.631578947,31.7,838464,1629002,7
313,Khris Middleton,F,27,MIL,39,39,1221,241,553,0.436,101,264,0.383,140,289,0.484,0.527,113,133,0.85,17,202,219,161,48,3,85,101,696,16.4,0.569,0.477,0.241,1.5,16.2,9.3,18.9,1.8,0.2,12.2,24,1.5,1.9,3.4,0.133,1.2,0.1,1.3,1,17.64102564,507.2,13000000,203114,22
314,C.J. Miles,F,31,TOR,33,1,470,50,166,0.301,30,110,0.273,20,56,0.357,0.392,26,33,0.788,8,48,56,19,10,7,18,47,156,5.2,0.432,0.663,0.199,1.9,10.7,6.4,5.3,1,1.2,9.1,18.2,-0.6,0.4,-0.1,-0.015,-3.8,-1.6,-5.4,-0.4,4.666666667,68.4,8333333,101139,0
315,Darius Miller,F,28,NOP,37,6,863,88,214,0.411,65,168,0.387,23,46,0.5,0.563,23,28,0.821,7,50,57,62,24,10,30,90,264,8.4,0.583,0.785,0.131,0.9,6,3.5,8.9,1.3,1,11.7,12.3,0.7,0.3,1,0.054,0.6,-1.6,-1,0.2,7.459459459,175.7,2205000,203121,21
316,Patty Mills,G,30,SAS,43,0,1032,136,314,0.433,75,186,0.403,61,128,0.477,0.553,57,67,0.851,11,94,105,120,29,8,48,64,404,13,0.588,0.592,0.213,1.2,9.8,5.6,15.8,1.4,0.7,12.3,16.8,1.3,0.8,2.1,0.096,1.7,-1.2,0.5,0.6,9.88372093,315.5,11571429,201988,8
317,Paul Millsap,F,33,DEN,32,28,832,151,313,0.482,24,68,0.353,127,245,0.518,0.521,90,126,0.714,67,149,216,63,42,31,45,80,416,19.4,0.565,0.217,0.403,8.7,19.5,14.1,11.1,2.5,3.3,10.9,21.2,1.4,1.4,2.8,0.163,0.7,2.2,2.9,1,15.0625,365.3,29730769,200794,4
318,Shake Milton,G,22,PHI,11,0,85,13,32,0.406,7,17,0.412,6,15,0.4,0.516,4,5,0.8,6,9,15,10,3,3,2,10,37,16.2,0.541,0.531,0.156,7.8,11,9.4,17,1.7,2.8,5.5,18,0.2,0.1,0.3,0.153,1.7,-0.7,1.1,0.1,4.454545455,32.4,,1629003,18
319,Nikola Mirotic,F,27,NOP,26,22,771,157,345,0.455,67,188,0.356,90,157,0.573,0.552,70,85,0.824,41,194,235,27,19,16,32,62,451,18.3,0.59,0.545,0.246,5.8,26.1,16.2,5,1.2,1.7,7.7,22.2,1.4,0.7,2.2,0.135,1.6,-2.1,-0.5,0.3,18.80769231,345.5,12500000,202703,3
320,Donovan Mitchell,G,22,UTA,39,39,1280,306,729,0.42,85,261,0.326,221,468,0.472,0.478,122,154,0.792,23,117,140,141,63,13,106,107,819,14.9,0.514,0.358,0.211,2,10,6,19,2.4,0.8,11.7,30.5,-0.5,1.8,1.3,0.048,-0.4,-0.2,-0.6,0.5,16.46153846,491.5,3111480,1628378,45
